 mc2(MeV) freq(MHz) Z I(mA) npart
    938.272029 0.1761000E+03   1. 0.00000E+00         10
 Sizes, positions are in mm, angles in mrad
 Phases in deg, energies in MeV
 Emittances and halo in mm.mrad or deg.MeV
 Phase advance per meter in deg/mm
 Current is in mA
 Powlost is in W
 H&V dispersion in mm
 ## z(m) gama-1 x0 y0 p0 x'0 y'0 W0 SizeX  SizeY SizeP sxx' syy' spW ex ey ep hx hy hp npart kx ky kz ex99  ey99 ep99 phiS Ws SCCurrent Aper e4D EmitR kr Powlost Xmax Ymax  ezdp SizeZ szdp Hdisp Vdisp Hdisp/dz Vdisp/dz E6D Sxy Sx'y'
   16     4.6713165 0.1860589E-01 -.1107894E-02 -.1658597E-03 0.1122633E+00 -.1060259E-03 -.7872477E-03 -.8795182E-03 0.1377827E+01 0.1526332E+01 0.2024989E+01 0.6588902E+00 -.5535225E+00 0.0000000E+00 0.2387671E+00 0.2396207E+00 0.5450114E-01 -.3893440E-01 0.4029479E+00 -.4674002E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8500922E+00 0.1066271E+01 0.1007801E+01 -.8242369E-07 -.1012825E-08 0.0000000E+00 0.3000000E+02 0.5720286E-01 0.3897157E+00 0.1000000E-04 0.0000000E+00 0.2257647E+01 0.2975643E+01 0.2746855E+00 0.1821908E+01 0.2204564E+00 -.2707426E+02 -.3635915E+02 -.1543256E+02 0.1648448E+02 0.1569876E-01 -.1496222E-01 0.1264141E-01
   16     4.6835271 0.1860004E-01 -.1109182E-02 -.1753512E-03 0.1126180E+00 -.1057545E-03 -.7693610E-03 -.8670387E-03 0.1383645E+01 0.1521865E+01 0.2026609E+01 0.6589145E+00 -.5591901E+00 0.0000000E+00 0.2387637E+00 0.2396127E+00 0.5449151E-01 -.3891113E-01 0.4029605E+00 -.4665821E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8501096E+00 0.1066277E+01 0.1007781E+01 -.8203694E-07 -.1011998E-08 0.0000000E+00 0.3000000E+02 0.5720012E-01 0.3905158E+00 0.1000000E-04 0.0000000E+00 0.2268423E+01 0.2958908E+01 0.2746369E+00 0.1823086E+01 0.2291298E+00 -.2752748E+02 -.3548931E+02 -.1514086E+02 0.1644420E+02 0.1569531E-01 -.1476216E-01 0.1257071E-01
   16     4.6957376 0.1859812E-01 -.1110483E-02 -.1846899E-03 0.1129689E+00 -.1072538E-03 -.7615216E-03 -.8595867E-03 0.1389480E+01 0.1517386E+01 0.2028267E+01 0.6671608E+00 -.5546711E+00 0.0000000E+00 0.2387688E+00 0.2396253E+00 0.5448828E-01 -.3895408E-01 0.4029550E+00 -.4662854E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8500605E+00 0.1066310E+01 0.1007879E+01 -.8164937E-07 -.1014303E-08 0.0000000E+00 0.3000000E+02 0.5720436E-01 0.3914362E+00 0.1000000E-04 0.0000000E+00 0.2279087E+01 0.2942023E+01 0.2746207E+00 0.1824486E+01 0.2335228E+00 -.2788470E+02 -.3502785E+02 -.1515423E+02 0.1639151E+02 0.1569556E-01 -.1455682E-01 0.1250565E-01
   16     4.7079482 0.1859765E-01 -.1111799E-02 -.1939689E-03 0.1133180E+00 -.1082612E-03 -.7588594E-03 -.8565441E-03 0.1395380E+01 0.1512948E+01 0.2029958E+01 0.6785405E+00 -.5462449E+00 0.0000000E+00 0.2387723E+00 0.2396344E+00 0.5448746E-01 -.3898517E-01 0.4029496E+00 -.4662007E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8500255E+00 0.1066330E+01 0.1008031E+01 -.8126098E-07 -.1015856E-08 0.0000000E+00 0.3000000E+02 0.5720741E-01 0.3924062E+00 0.1000000E-04 0.0000000E+00 0.2289719E+01 0.2925092E+01 0.2746165E+00 0.1825985E+01 0.2388037E+00 -.2814581E+02 -.3474841E+02 -.1520124E+02 0.1636417E+02 0.1569616E-01 -.1434685E-01 0.1247373E-01
   16     4.7201588 0.1859760E-01 -.1113124E-02 -.2032299E-03 0.1136663E+00 -.1087053E-03 -.7581840E-03 -.8554816E-03 0.1401358E+01 0.1508572E+01 0.2031690E+01 0.6908354E+00 -.5366650E+00 0.0000000E+00 0.2387739E+00 0.2396385E+00 0.5448733E-01 -.3899931E-01 0.4029469E+00 -.4661824E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8500096E+00 0.1066338E+01 0.1008200E+01 -.8087260E-07 -.1016545E-08 0.0000000E+00 0.3000000E+02 0.5720876E-01 0.3934146E+00 0.1000000E-04 0.0000000E+00 0.2300345E+01 0.2908152E+01 0.2746159E+00 0.1827540E+01 0.2451866E+00 -.2835813E+02 -.3453132E+02 -.1522964E+02 0.1635371E+02 0.1569650E-01 -.1413279E-01 0.1246216E-01
   16     4.7323694 0.1859762E-01 -.1114453E-02 -.2124869E-03 0.1140144E+00 -.1088559E-03 -.7580893E-03 -.8551552E-03 0.1407419E+01 0.1504261E+01 0.2033468E+01 0.7032997E+00 -.5268617E+00 0.0000000E+00 0.2387744E+00 0.2396399E+00 0.5448734E-01 -.3900419E-01 0.4029459E+00 -.4661793E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8500041E+00 0.1066341E+01 0.1008374E+01 -.8048422E-07 -.1016794E-08 0.0000000E+00 0.3000000E+02 0.5720922E-01 0.3944601E+00 0.1000000E-04 0.0000000E+00 0.2310972E+01 0.2891211E+01 0.2746159E+00 0.1829140E+01 0.2521466E+00 -.2855166E+02 -.3433071E+02 -.1524190E+02 0.1635070E+02 0.1569663E-01 -.1391489E-01 0.1245897E-01
   16     4.7445800 0.1859765E-01 -.1115782E-02 -.2217437E-03 0.1143624E+00 -.1088846E-03 -.7580998E-03 -.8550133E-03 0.1413561E+01 0.1500019E+01 0.2035295E+01 0.7157413E+00 -.5170757E+00 0.0000000E+00 0.2387745E+00 0.2396402E+00 0.5448736E-01 -.3900516E-01 0.4029457E+00 -.4661781E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8500030E+00 0.1066341E+01 0.1008549E+01 -.8009502E-07 -.1016879E-08 0.0000000E+00 0.3000000E+02 0.5720931E-01 0.3955390E+00 0.1000000E-04 0.0000000E+00 0.2321599E+01 0.2874272E+01 0.2746160E+00 0.1830786E+01 0.2593223E+00 -.2873938E+02 -.3413326E+02 -.1524630E+02 0.1635074E+02 0.1569666E-01 -.1369324E-01 0.1245849E-01
   16     4.7445800 0.1859765E-01 -.1115782E-02 -.2217437E-03 0.1143624E+00 -.1088846E-03 -.7580998E-03 -.8550133E-03 0.1413561E+01 0.1500019E+01 0.2035295E+01 0.7157413E+00 -.5170757E+00 0.0000000E+00 0.2387745E+00 0.2396402E+00 0.5448736E-01 -.3900516E-01 0.4029457E+00 -.4661781E-01         10 0.4045939E-01 0.2817709E-01 0.2362483E-01 0.8500030E+00 0.1066341E+01 0.1008549E+01 -.8009502E-07 -.1016879E-08 0.0000000E+00 0.3000000E+02 0.5720931E-01 0.3955390E+00 0.2733400E+00 0.0000000E+00 0.2321599E+01 0.2874272E+01 0.2746160E+00 0.1830786E+01 0.2593223E+00 -.2873938E+02 -.3413326E+02 -.1524630E+02 0.1635074E+02 0.1569666E-01 -.1369324E-01 0.1245849E-01
   17     5.0094200 0.1859765E-01 -.1144619E-02 -.4225188E-03 0.1219098E+00 -.1088846E-03 -.7580998E-03 -.8550133E-03 0.1564788E+01 0.1425549E+01 0.2087064E+01 0.9849309E+00 -.3055520E+00 0.0000000E+00 0.2387745E+00 0.2396402E+00 0.5448659E-01 -.3900516E-01 0.4029457E+00 -.4660806E-01         10 0.3201420E-01 0.3331476E-01 0.2283176E-01 0.8500030E+00 0.1066341E+01 0.1012334E+01 -.7166456E-07 -.1016879E-08 0.0000000E+00 0.3000000E+02 0.5720931E-01 0.4163995E+00 0.2842006E+00 0.0000000E+00 0.2552095E+01 0.2506864E+01 0.2746121E+00 0.1877353E+01 0.4174453E+00 -.3277721E+02 -.2980293E+02 -.1524630E+02 0.1635074E+02 0.1569643E-01 -.7971782E-02 0.1245849E-01
   18     5.0216306 0.1859769E-01 -.1145949E-02 -.4317756E-03 0.1222578E+00 -.1088481E-03 -.7580691E-03 -.8548718E-03 0.1572503E+01 0.1422971E+01 0.2089995E+01 0.9972908E+00 -.2958391E+00 0.0000000E+00 0.2387745E+00 0.2396400E+00 0.5448663E-01 -.3900413E-01 0.4029460E+00 -.4660785E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8500045E+00 0.1066341E+01 0.1012510E+01 -.7127537E-07 -.1016950E-08 0.0000000E+00 0.3000000E+02 0.5720927E-01 0.4169390E+00 0.1000000E-04 0.0000000E+00 0.2562722E+01 0.2489925E+01 0.2746123E+00 0.1879991E+01 0.4246232E+00 -.3296620E+02 -.2960579E+02 -.1524893E+02 0.1635266E+02 0.1569642E-01 -.7665847E-02 0.1245836E-01
   18     5.0338412 0.1859778E-01 -.1147277E-02 -.4410310E-03 0.1226057E+00 -.1087675E-03 -.7578387E-03 -.8548695E-03 0.1580275E+01 0.1420472E+01 0.2092972E+01 0.1009446E+01 -.2862880E+00 0.0000000E+00 0.2387745E+00 0.2396397E+00 0.5448680E-01 -.3900260E-01 0.4029466E+00 -.4660817E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8500067E+00 0.1066341E+01 0.1012691E+01 -.7088698E-07 -.1017007E-08 0.0000000E+00 0.3000000E+02 0.5720919E-01 0.4174308E+00 0.1000000E-04 0.0000000E+00 0.2573347E+01 0.2472983E+01 0.2746132E+00 0.1882674E+01 0.4318224E+00 -.3315239E+02 -.2941472E+02 -.1524938E+02 0.1636125E+02 0.1569645E-01 -.7356203E-02 0.1245646E-01
   18     5.0460518 0.1859804E-01 -.1148605E-02 -.4502803E-03 0.1229537E+00 -.1088001E-03 -.7569626E-03 -.8555167E-03 0.1588101E+01 0.1418049E+01 0.2095996E+01 0.1021113E+01 -.2771236E+00 0.0000000E+00 0.2387744E+00 0.2396406E+00 0.5448733E-01 -.3900803E-01 0.4029453E+00 -.4661014E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8499985E+00 0.1066343E+01 0.1012889E+01 -.7049778E-07 -.1016872E-08 0.0000000E+00 0.3000000E+02 0.5720939E-01 0.4178776E+00 0.1000000E-04 0.0000000E+00 0.2583967E+01 0.2456037E+01 0.2746158E+00 0.1885406E+01 0.4393326E+00 -.3332194E+02 -.2924117E+02 -.1524214E+02 0.1638889E+02 0.1569665E-01 -.7042817E-02 0.1244741E-01
   18     5.0582624 0.1859861E-01 -.1149937E-02 -.4595103E-03 0.1233023E+00 -.1096605E-03 -.7544280E-03 -.8586369E-03 0.1595975E+01 0.1415697E+01 0.2099071E+01 0.1031885E+01 -.2686803E+00 0.0000000E+00 0.2387738E+00 0.2396480E+00 0.5448853E-01 -.3904934E-01 0.4029338E+00 -.4661593E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8499371E+00 0.1066358E+01 0.1013132E+01 -.7010940E-07 -.1015771E-08 0.0000000E+00 0.3000000E+02 0.5721102E-01 0.4182900E+00 0.1000000E-04 0.0000000E+00 0.2594572E+01 0.2439076E+01 0.2746219E+00 0.1888200E+01 0.4484218E+00 -.3342387E+02 -.2910585E+02 -.1520541E+02 0.1645989E+02 0.1569743E-01 -.6725518E-02 0.1241747E-01
   18     5.0704729 0.1859941E-01 -.1151296E-02 -.4686918E-03 0.1236532E+00 -.1137197E-03 -.7488203E-03 -.8684417E-03 0.1603889E+01 0.1413412E+01 0.2102220E+01 0.1042125E+01 -.2607505E+00 0.0000000E+00 0.2387708E+00 0.2396778E+00 0.5449026E-01 -.3921233E-01 0.4028862E+00 -.4662790E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8496950E+00 0.1066409E+01 0.1013454E+01 -.6972183E-07 -.1011337E-08 0.0000000E+00 0.3000000E+02 0.5721742E-01 0.4186995E+00 0.1000000E-04 0.0000000E+00 0.2605155E+01 0.2422091E+01 0.2746306E+00 0.1891073E+01 0.4630075E+00 -.3331600E+02 -.2902109E+02 -.1507903E+02 0.1659386E+02 0.1569967E-01 -.6403717E-02 0.1234188E-01
   18     5.0826835 0.1859895E-01 -.1152751E-02 -.4777856E-03 0.1240100E+00 -.1270840E-03 -.7407713E-03 -.8909091E-03 0.1611851E+01 0.1411199E+01 0.2105509E+01 0.1056602E+01 -.2499271E+00 0.0000000E+00 0.2387607E+00 0.2397660E+00 0.5448914E-01 -.3969317E-01 0.4027426E+00 -.4664047E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8489795E+00 0.1066547E+01 0.1013804E+01 -.6933752E-07 -.9980390E-09 0.0000000E+00 0.3000000E+02 0.5723606E-01 0.4191772E+00 0.1000000E-04 0.0000000E+00 0.2615736E+01 0.2405091E+01 0.2746250E+00 0.1894008E+01 0.4923378E+00 -.3270002E+02 -.2888254E+02 -.1473266E+02 0.1668939E+02 0.1570446E-01 -.6075837E-02 0.1220505E-01
   18     5.0948941 0.1859071E-01 -.1154477E-02 -.4868194E-03 0.1243783E+00 -.1592064E-03 -.7430221E-03 -.9249007E-03 0.1619951E+01 0.1409132E+01 0.2109088E+01 0.1093435E+01 -.2230643E+00 0.0000000E+00 0.2387365E+00 0.2399553E+00 0.5447053E-01 -.4071992E-01 0.4024312E+00 -.4660819E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8474476E+00 0.1066815E+01 0.1013692E+01 -.6896135E-07 -.9675389E-09 0.0000000E+00 0.3000000E+02 0.5727544E-01 0.4198067E+00 0.1000000E-04 0.0000000E+00 0.2626470E+01 0.2388199E+01 0.2745312E+00 0.1896820E+01 0.5505870E+00 -.3123356E+02 -.2812818E+02 -.1394068E+02 0.1614191E+02 0.1571001E-01 -.5738827E-02 0.1212504E-01
   18     5.1071047 0.1855867E-01 -.1156710E-02 -.4961161E-03 0.1247573E+00 -.2066957E-03 -.7896485E-03 -.9261566E-03 0.1628469E+01 0.1407446E+01 0.2113172E+01 0.1181835E+01 -.1590598E+00 0.0000000E+00 0.2387041E+00 0.2401870E+00 0.5439812E-01 -.4194991E-01 0.4020451E+00 -.4635302E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8456060E+00 0.1067079E+01 0.1011462E+01 -.6859902E-07 -.9225012E-09 0.0000000E+00 0.3000000E+02 0.5732285E-01 0.4204710E+00 0.1000000E-04 0.0000000E+00 0.2637825E+01 0.2371808E+01 0.2741662E+00 0.1898898E+01 0.6338797E+00 -.2949306E+02 -.2535395E+02 -.1254902E+02 0.1360115E+02 0.1570255E-01 -.5390194E-02 0.1254241E-01
   18     5.1193153 0.1848801E-01 -.1159431E-02 -.5063043E-03 0.1251126E+00 -.2325343E-03 -.8810266E-03 -.7625952E-03 0.1637749E+01 0.1406435E+01 0.2117729E+01 0.1298426E+01 -.7565788E-01 0.0000000E+00 0.2386978E+00 0.2402384E+00 0.5423890E-01 -.4214682E-01 0.4019476E+00 -.4548137E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8453190E+00 0.1067021E+01 0.1004777E+01 -.6824890E-07 -.9073382E-09 0.0000000E+00 0.3000000E+02 0.5733355E-01 0.4207351E+00 0.1000000E-04 0.0000000E+00 0.2650349E+01 0.2356398E+01 0.2733638E+00 0.1899465E+01 0.6676899E+00 -.3057701E+02 -.1930702E+02 -.1142201E+02 0.8695077E+01 0.1566017E-01 -.5033857E-02 0.1358253E-01
   18     5.1315259 0.1839617E-01 -.1162243E-02 -.5175060E-03 0.1253601E+00 -.2246487E-03 -.9448107E-03 -.3541815E-03 0.1647705E+01 0.1406026E+01 0.2122015E+01 0.1370733E+01 -.2599518E-01 0.0000000E+00 0.2387289E+00 0.2401265E+00 0.5403407E-01 -.4141283E-01 0.4021682E+00 -.4381946E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8464907E+00 0.1066752E+01 0.9945305E+00 -.6788332E-07 -.9872103E-09 0.0000000E+00 0.3000000E+02 0.5731437E-01 0.4206390E+00 0.1000000E-04 0.0000000E+00 0.2663868E+01 0.2341829E+01 0.2723314E+00 0.1898705E+01 0.5389231E+00 -.3864961E+02 -.1005234E+02 -.1337560E+02 0.2198577E+01 0.1559568E-01 -.4677281E-02 0.1437398E-01
   18     5.1437365 0.1832269E-01 -.1164902E-02 -.5291612E-03 0.1254190E+00 -.2117802E-03 -.9576424E-03 0.1911744E-03 0.1657944E+01 0.1405882E+01 0.2124763E+01 0.1396214E+01 -.1077010E-01 0.0000000E+00 0.2387709E+00 0.2400583E+00 0.5387259E-01 -.4089692E-01 0.4024034E+00 -.4199789E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8474290E+00 0.1066584E+01 0.9849042E+00 -.6746318E-07 -.1170513E-08 0.0000000E+00 0.3000000E+02 0.5730821E-01 0.4205888E+00 0.1000000E-04 0.0000000E+00 0.2677738E+01 0.2327533E+01 0.2715176E+00 0.1897465E+01 0.2277146E+00 -.5393313E+02 0.2035574E+01 -.2074164E+02 -.5954425E+01 0.1554639E-01 -.4320755E-02 0.1457419E-01
   18     5.1559471 0.1829481E-01 -.1167453E-02 -.5407982E-03 0.1252659E+00 -.2078726E-03 -.9466832E-03 0.7123463E-03 0.1668235E+01 0.1405810E+01 0.2124933E+01 0.1406290E+01 -.5933943E-02 0.0000000E+00 0.2388063E+00 0.2400855E+00 0.5381239E-01 -.4090145E-01 0.4025290E+00 -.4096201E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8476463E+00 0.1066560E+01 0.9789696E+00 -.6695755E-07 -.1409425E-08 0.0000000E+00 0.3000000E+02 0.5732319E-01 0.4206801E+00 0.1000000E-04 0.0000000E+00 0.2691599E+01 0.2313201E+01 0.2712141E+00 0.1896212E+01 -.1855370E+00 -.6650150E+02 0.1254421E+02 -.3065982E+02 -.1246457E+02 0.1553248E-01 -.3959988E-02 0.1445231E-01
   18     5.1681576 0.1831899E-01 -.1170018E-02 -.5522764E-03 0.1249378E+00 -.2138939E-03 -.9343890E-03 0.1081364E-02 0.1678540E+01 0.1405789E+01 0.2122201E+01 0.1419726E+01 0.2410985E-02 0.0000000E+00 0.2388273E+00 0.2401797E+00 0.5386587E-01 -.4129719E-01 0.4025390E+00 -.4115597E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8472740E+00 0.1066629E+01 0.9777371E+00 -.6635909E-07 -.1640228E-08 0.0000000E+00 0.3000000E+02 0.5735066E-01 0.4208521E+00 0.1000000E-04 0.0000000E+00 0.2705408E+01 0.2298813E+01 0.2714837E+00 0.1894991E+01 -.5868823E+00 -.6656485E+02 0.1513205E+02 -.3639895E+02 -.1284127E+02 0.1555587E-01 -.3591783E-02 0.1425593E-01
   18     5.1803682 0.1838401E-01 -.1172724E-02 -.5636724E-03 0.1245132E+00 -.2314871E-03 -.9361744E-03 0.1224262E-02 0.1688932E+01 0.1405890E+01 0.2117023E+01 0.1451105E+01 0.2406370E-01 0.0000000E+00 0.2388268E+00 0.2403194E+00 0.5400956E-01 -.4199055E-01 0.4024269E+00 -.4228473E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8463954E+00 0.1066756E+01 0.9809323E+00 -.6568492E-07 -.1806999E-08 0.0000000E+00 0.3000000E+02 0.5738379E-01 0.4210589E+00 0.1000000E-04 0.0000000E+00 0.2719299E+01 0.2284506E+01 0.2722079E+00 0.1893629E+01 -.8742314E+00 -.6096848E+02 0.1195749E+02 -.3847762E+02 -.9225888E+01 0.1560734E-01 -.3214488E-02 0.1419070E-01
   18     5.1925788 0.1846323E-01 -.1175718E-02 -.5752961E-03 0.1240820E+00 -.2594891E-03 -.9767791E-03 0.1151420E-02 0.1699623E+01 0.1406292E+01 0.2110436E+01 0.1524791E+01 0.7479646E-01 0.0000000E+00 0.2388110E+00 0.2404535E+00 0.5418668E-01 -.4267890E-01 0.4022538E+00 -.4362181E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8454387E+00 0.1066847E+01 0.9869770E+00 -.6496840E-07 -.1878085E-08 0.0000000E+00 0.3000000E+02 0.5741183E-01 0.4212030E+00 0.1000000E-04 0.0000000E+00 0.2733618E+01 0.2270582E+01 0.2731006E+00 0.1891690E+01 -.9906485E+00 -.5750312E+02 0.7378752E+01 -.4087635E+02 -.5087433E+01 0.1566655E-01 -.2827732E-02 0.1461271E-01
   18     5.2047894 0.1852142E-01 -.1179016E-02 -.5877823E-03 0.1237052E+00 -.2758161E-03 -.1077131E-02 0.9878910E-03 0.1710969E+01 0.1407295E+01 0.2103584E+01 0.1650296E+01 0.1599843E+00 0.0000000E+00 0.2388256E+00 0.2404202E+00 0.5431849E-01 -.4236287E-01 0.4022935E+00 -.4454083E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8459427E+00 0.1066658E+01 0.9925594E+00 -.6424456E-07 -.1869303E-08 0.0000000E+00 0.3000000E+02 0.5740738E-01 0.4209876E+00 0.1000000E-04 0.0000000E+00 0.2748931E+01 0.2257524E+01 0.2737649E+00 0.1888436E+01 -.9657666E+00 -.5734584E+02 0.3505590E+01 -.4427263E+02 -.2557033E+01 0.1570318E-01 -.2435471E-02 0.1580843E-01
   18     5.2170000 0.1853928E-01 -.1182285E-02 -.6017034E-03 0.1233812E+00 -.2522279E-03 -.1202669E-02 0.9072764E-03 0.1723175E+01 0.1409066E+01 0.2097049E+01 0.1777902E+01 0.2452681E+00 0.0000000E+00 0.2389177E+00 0.2401155E+00 0.5435978E-01 -.4038226E-01 0.4027899E+00 -.4485621E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8489781E+00 0.1066091E+01 0.9945386E+00 -.6352967E-07 -.1848449E-08 0.0000000E+00 0.3000000E+02 0.5735704E-01 0.4202318E+00 0.1000000E-04 0.0000000E+00 0.2765524E+01 0.2245587E+01 0.2739730E+00 0.1883453E+01 -.9207132E+00 -.5828575E+02 0.1945311E+01 -.4617843E+02 -.2899387E+01 0.1570121E-01 -.2047746E-02 0.1723956E-01
   18     5.2292106 0.1853038E-01 -.1185006E-02 -.6170704E-03 0.1230563E+00 -.1877753E-03 -.1308259E-02 0.1004065E-02 0.1736057E+01 0.1411457E+01 0.2090505E+01 0.1862274E+01 0.3006192E+00 0.0000000E+00 0.2390899E+00 0.2396199E+00 0.5434067E-01 -.3717842E-01 0.4037205E+00 -.4473140E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8539404E+00 0.1065300E+01 0.9928749E+00 -.6281234E-07 -.1884963E-08 0.0000000E+00 0.3000000E+02 0.5728033E-01 0.4191000E+00 0.1000000E-04 0.0000000E+00 0.2783065E+01 0.2234515E+01 0.2738767E+00 0.1877136E+01 -.9788295E+00 -.5766864E+02 0.3147275E+01 -.4493813E+02 -.5502236E+01 0.1567467E-01 -.1674410E-02 0.1826372E-01
   18     5.2414212 0.1852817E-01 -.1186801E-02 -.6334300E-03 0.1226656E+00 -.1077323E-03 -.1360657E-02 0.1243842E-02 0.1749219E+01 0.1414144E+01 0.2083002E+01 0.1884898E+01 0.3147255E+00 0.0000000E+00 0.2392891E+00 0.2391348E+00 0.5433600E-01 -.3399024E-01 0.4047732E+00 -.4453391E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8589612E+00 0.1064583E+01 0.9904308E+00 -.6206326E-07 -.2003926E-08 0.0000000E+00 0.3000000E+02 0.5721221E-01 0.4179658E+00 0.1000000E-04 0.0000000E+00 0.2800897E+01 0.2223790E+01 0.2738531E+00 0.1870291E+01 -.1184346E+01 -.5371141E+02 0.5002216E+01 -.4089768E+02 -.8027165E+01 0.1565440E-01 -.1319713E-02 0.1858977E-01
   18     5.2536318 0.1856346E-01 -.1187752E-02 -.6500744E-03 0.1221851E+00 -.5364967E-04 -.1359685E-02 0.1466618E-02 0.1762285E+01 0.1416820E+01 0.2073716E+01 0.1870038E+01 0.3042045E+00 0.0000000E+00 0.2394202E+00 0.2388800E+00 0.5441327E-01 -.3225471E-01 0.4054328E+00 -.4468387E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8617925E+00 0.1064221E+01 0.9909995E+00 -.6125881E-07 -.2162622E-08 0.0000000E+00 0.3000000E+02 0.5718262E-01 0.4172133E+00 0.1000000E-04 0.0000000E+00 0.2818442E+01 0.2212934E+01 0.2742426E+00 0.1863677E+01 -.1458743E+01 -.4773835E+02 0.5014691E+01 -.3648899E+02 -.8301712E+01 0.1566822E-01 -.9775705E-03 0.1839070E-01
   18     5.2658424 0.1864199E-01 -.1188237E-02 -.6665672E-03 0.1216552E+00 -.2979321E-04 -.1340952E-02 0.1520249E-02 0.1775136E+01 0.1419389E+01 0.2062631E+01 0.1854152E+01 0.2935162E+00 0.0000000E+00 0.2394738E+00 0.2388116E+00 0.5458507E-01 -.3174665E-01 0.4056764E+00 -.4517829E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8627040E+00 0.1064126E+01 0.9964807E+00 -.6040306E-07 -.2289305E-08 0.0000000E+00 0.3000000E+02 0.5717907E-01 0.4167497E+00 0.1000000E-04 0.0000000E+00 0.2835554E+01 0.2201813E+01 0.2751085E+00 0.1857525E+01 -.1670501E+01 -.4309192E+02 0.3196941E+01 -.3390892E+02 -.6873638E+01 0.1571600E-01 -.6379400E-03 0.1805521E-01
   18     5.2780529 0.1874811E-01 -.1188551E-02 -.6828316E-03 0.1211542E+00 -.2380557E-04 -.1324137E-02 0.1344938E-02 0.1787818E+01 0.1421891E+01 0.2050554E+01 0.1848374E+01 0.2898751E+00 0.0000000E+00 0.2394769E+00 0.2388234E+00 0.5481811E-01 -.3181786E-01 0.4056784E+00 -.4563853E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8626385E+00 0.1064153E+01 0.1006588E+01 -.5952044E-07 -.2333607E-08 0.0000000E+00 0.3000000E+02 0.5718264E-01 0.4163799E+00 0.1000000E-04 0.0000000E+00 0.2852335E+01 0.2190501E+01 0.2762830E+00 0.1851753E+01 -.1728721E+01 -.4145382E+02 0.1855390E+00 -.3387750E+02 -.4742991E+01 0.1578221E-01 -.2950637E-03 0.1776252E-01
   18     5.2902635 0.1885634E-01 -.1188859E-02 -.6989479E-03 0.1207636E+00 -.2757577E-04 -.1318320E-02 0.9574692E-03 0.1800419E+01 0.1424396E+01 0.2038712E+01 0.1857892E+01 0.2960293E+00 0.0000000E+00 0.2394517E+00 0.2388518E+00 0.5505695E-01 -.3206181E-01 0.4055647E+00 -.4579157E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8622045E+00 0.1064218E+01 0.1019576E+01 -.5864760E-07 -.2277499E-08 0.0000000E+00 0.3000000E+02 0.5718341E-01 0.4159916E+00 0.1000000E-04 0.0000000E+00 0.2868939E+01 0.2179119E+01 0.2774867E+00 0.1846219E+01 -.1603971E+01 -.4318509E+02 -.4178983E+01 -.3660160E+02 -.2087025E+01 0.1584811E-01 0.5317407E-04 0.1761481E-01
